'd',Throttle At Min,10:20:02
's',Throttle At Min,10:20:03
'a',Throttle At Min,10:20:03
's',Throttle At Min,10:20:03
'd',Throttle At Min,10:20:04
'd',Throttle At Min,10:20:04
'a',Throttle At Min,10:20:04
's',Throttle At Min,10:20:04
'd',Throttle At Min,10:20:04
'a',Throttle At Min,10:20:04
'w',Throttle At Min,10:20:04
'd',Throttle At Min,10:20:04
'a',Throttle At Min,10:20:04
's',Throttle At Min,10:20:04
'd',Throttle At Min,10:20:05
'a',Throttle At Min,10:20:05
Key.shift,Throttle 2,10:20:05
Key.shift,Throttle 4,10:20:06
Key.shift,Throttle 6,10:20:06
Key.shift,Throttle 8,10:20:06
Key.shift,Throttle 10,10:20:07
Key.shift,Throttle 12,10:20:07
Key.shift,Throttle 14,10:20:07
Key.shift,Throttle 16,10:20:07
Key.shift,Throttle 18,10:20:07
Key.shift,Throttle 20,10:20:07
Key.shift,Throttle 22,10:20:07
Key.shift,Throttle 24,10:20:07
Key.shift,Throttle 26,10:20:07
Key.shift,Throttle 28,10:20:07
Key.shift,Throttle 30,10:20:07
Key.shift,Throttle 32,10:20:07
Key.shift,Throttle 34,10:20:07
Key.shift,Throttle 36,10:20:08
Key.shift,Throttle 38,10:20:08
Key.shift,Throttle 40,10:20:08
Key.shift,Throttle 42,10:20:08
Key.shift,Throttle 44,10:20:08
Key.shift,Throttle 46,10:20:08
Key.shift,Throttle 48,10:20:08
Key.ctrl_l,Throttle 46,10:20:08
Key.ctrl_l,Throttle 44,10:20:08
Key.ctrl_l,Throttle 42,10:20:08
Key.ctrl_l,Throttle 40,10:20:08
Key.ctrl_l,Throttle 38,10:20:08
Key.ctrl_l,Throttle 36,10:20:08
Key.ctrl_l,Throttle 34,10:20:08
Key.ctrl_l,Throttle 32,10:20:08
Key.ctrl_l,Throttle 30,10:20:09
Key.ctrl_l,Throttle 28,10:20:09
Key.ctrl_l,Throttle 26,10:20:09
Key.ctrl_l,Throttle 24,10:20:09
Key.ctrl_l,Throttle 22,10:20:09
Key.ctrl_l,Throttle 20,10:20:09
Key.ctrl_l,Throttle 18,10:20:09
Key.ctrl_l,Throttle 16,10:20:09
Key.ctrl_l,Throttle 14,10:20:09
Key.ctrl_l,Throttle 12,10:20:09
Key.ctrl_l,Throttle 10,10:20:09
Key.ctrl_l,Throttle 8,10:20:09
Key.ctrl_l,Throttle 6,10:20:09
Key.ctrl_l,Throttle 4,10:20:09
Key.ctrl_l,Throttle 2,10:20:09
Key.ctrl_l,Throttle 0,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:09
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.ctrl_l,Throttle At Min,10:20:10
Key.caps_lock,Unknown,10:20:10
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:11
Key.caps_lock,Unknown,10:20:12
Key.caps_lock,Unknown,10:20:13
Key.caps_lock,Unknown,10:20:13
Key.caps_lock,Unknown,10:20:13
Key.caps_lock,Unknown,10:20:14
Key.caps_lock,Unknown,10:20:14
Key.caps_lock,Unknown,10:20:14
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.caps_lock,Unknown,10:20:15
Key.ctrl_l,Throttle At Min,10:20:15
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:16
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.ctrl_l,Throttle At Min,10:20:17
Key.shift,Throttle 2,10:20:17
Key.shift,Throttle 4,10:20:18
Key.shift,Throttle 6,10:20:18
Key.shift,Throttle 8,10:20:18
Key.shift,Throttle 10,10:20:18
Key.shift,Throttle 12,10:20:18
Key.shift,Throttle 14,10:20:18
Key.shift,Throttle 16,10:20:18
Key.shift,Throttle 18,10:20:18
Key.shift,Throttle 20,10:20:18
Key.shift,Throttle 22,10:20:18
Key.shift,Throttle 24,10:20:18
Key.shift,Throttle 26,10:20:18
Key.shift,Throttle 28,10:20:18
Key.shift,Throttle 30,10:20:18
